price_date,AVGO,AJG,RSG,AZO,TSCO,CTAS,BRO,APH,ADBE
2022-02-01,0.01160699683454103,-0.006925386801740607,-0.013247748477911532,0.012616678259254133,0.00911968246795878,-0.010811034225625188,0.005866970823671517,-0.005922384218038302,0.0031393679780771303
2022-02-02,0.017907957942413656,0.0015289845706674915,0.021283569252511948,0.025817542683383037,0.002629322853092983,0.010606607057008484,0.02092859900004362,0.01667033785966649,-0.005406581495740194
2022-02-03,-0.03813745116126135,-0.01694880187370263,-0.012589249701276131,-0.016613471284002396,-0.0064949488307855865,-0.016406627697089067,-0.019863916413800548,-0.01730326424460779,-0.04265341161057692
2022-02-04,0.015900774502747215,0.011779000790911195,-0.0048910770707937,-0.005665793509495784,-0.011595392794587836,-0.008528091059700885,0.013265970273684105,-0.003927973918821682,0.00529106928608747
2022-02-07,-0.004295896118654402,0.0005122134451483494,-0.0003161175020627328,-0.011058092359106013,0.0031300963736562563,-0.005093738498736434,0.0010361312534837852,-0.0100805705065136,-0.012619700320599805
2022-02-08,0.021198747498449393,0.004530315350688626,0.004183265535439566,0.01022056929685086,0.01974757838153659,0.009640678529933177,0.006340937983051703,0.008683802890026444,0.008267837083163764
2022-02-09,0.01835699894813759,0.021602289804502496,0.005420797462874455,-0.005817504676952986,0.011245286164110524,0.02069440380922866,0.02883197236277521,0.016893032348676264,0.020212486073172962
2022-02-10,-0.03322823378694649,-0.010585284218016217,-0.015077316365648637,-0.03334788058368917,-0.01743731080448606,-0.025660386314613724,-0.013225489828226617,-0.030334176698500616,-0.05259038016443702
2022-02-11,-0.030806709148041206,-0.0200989054704576,-0.045146416497019684,0.004922026575033929,-0.005181623751893114,-0.016165745758517563,-0.032206808648539954,-0.0316826539877986,-0.04345413724000569
2022-02-14,0.00895854005613345,-0.014886914066940033,-0.013486742106059964,-0.012654704192218173,-0.006905017051697624,-0.01095183491211231,-0.013997140499823865,0.0017284648523211903,8.438996608314586e-05
2022-02-15,0.04095894302264123,0.013215124628374752,-0.0009278820646349549,0.004820535445952371,0.007224297019825224,0.01937933023909586,0.00905315013281753,0.019591795796878017,0.011515475804542426
2022-02-16,-0.009266964971935788,0.005263002060759921,-0.007712221041580142,-0.0033304272542264185,-0.020527124754807897,0.0021681618565617257,0.00045074002290796983,0.0019509814043755604,-0.0037609739275768117
2022-02-17,-0.030966349632084247,-0.017500513812086695,-0.007000130343042762,-0.01798728277098019,-0.00304048912512486,-0.021169550156783214,-0.014821586050432703,-0.01928790315121081,-0.042747124602695745
2022-02-18,0.0017084692342291265,0.005068500749290953,0.006915552069251968,0.014109414998550986,0.003273551441335201,0.0025059069901116364,0.007740605072787189,0.009887487306852131,-0.03365974731682703
2022-02-22,-0.004371565737144102,-0.003570864019790534,-0.003238335840578792,-0.036658387078926165,-0.06670091898213146,-0.004234262595982949,-0.00697963891593487,-0.01706815142808168,-0.009444312842587703
2022-02-23,-0.021477257274696137,-0.013425009646285466,-0.010295304822590421,-0.031068180014241657,-0.04371473652037829,-0.016596483602731152,-0.022323826747123653,-0.017091315477276527,-0.020626415421571963
2022-02-24,0.025865907209171566,0.01790319482333883,0.012937937992690728,0.0002730527593901004,0.018545665876458662,0.02740256895866586,0.029454226893342515,0.01935731135816812,0.07699122571482939
2022-02-25,0.013715826574578545,0.031112796856026005,0.028697746629584384,0.0381857619670038,0.026715400122039403,0.008784787809322268,0.02153533097988552,0.022901901475056,0.0037014762068498055
